Date,Close,High,Low,Open,Volume,symbol
,CYIENTDLM.NS,CYIENTDLM.NS,CYIENTDLM.NS,CYIENTDLM.NS,CYIENTDLM.NS,
2023-07-10,501.8999938964844,547.0,403.0,403.0,48440172,CYIENTDLM.NS
2023-07-17,496.79998779296875,532.3499755859375,492.0,507.5,5187294,CYIENTDLM.NS
2023-07-24,509.29998779296875,531.2000122070312,450.04998779296875,470.1499938964844,4637685,CYIENTDLM.NS
2023-07-31,504.70001220703125,523.4000244140625,483.04998779296875,523.3499755859375,2228230,CYIENTDLM.NS
2023-08-07,487.75,510.0,479.0,509.0,1336444,CYIENTDLM.NS
2023-08-14,515.4000244140625,518.0,466.04998779296875,487.0,948906,CYIENTDLM.NS
2023-08-21,574.5,586.0499877929688,512.5,519.4000244140625,3154155,CYIENTDLM.NS
2023-08-28,622.4000244140625,630.0,548.0,580.0,2135271,CYIENTDLM.NS
2023-09-04,699.2000122070312,778.9000244140625,616.7999877929688,626.0,4908521,CYIENTDLM.NS
2023-09-11,679.2000122070312,717.0,650.0,709.7000122070312,687418,CYIENTDLM.NS
2023-09-18,667.5499877929688,687.4500122070312,650.0,677.0,543534,CYIENTDLM.NS
2023-09-25,720.5999755859375,741.7000122070312,663.0,675.6500244140625,2103095,CYIENTDLM.NS
2023-10-02,668.25,722.2000122070312,646.8499755859375,720.5999755859375,1302786,CYIENTDLM.NS
2023-10-09,686.5499877929688,713.5,654.5,668.9000244140625,1818423,CYIENTDLM.NS
2023-10-16,696.8499755859375,747.7000122070312,685.0,696.6500244140625,3109675,CYIENTDLM.NS
2023-10-23,648.7999877929688,710.0,605.2000122070312,702.0,1247820,CYIENTDLM.NS
2023-10-30,637.1500244140625,661.0,630.0,660.0,595145,CYIENTDLM.NS
2023-11-06,633.75,646.1500244140625,629.0,640.0,581148,CYIENTDLM.NS
2023-11-13,666.75,692.0,635.0,644.9500122070312,869231,CYIENTDLM.NS
2023-11-20,644.9500122070312,680.0,639.5,673.0,655554,CYIENTDLM.NS
2023-11-27,650.4000244140625,663.0,633.0499877929688,644.9500122070312,431954,CYIENTDLM.NS
2023-12-04,640.7000122070312,684.2999877929688,638.0,659.6500244140625,1012441,CYIENTDLM.NS
2023-12-11,652.0499877929688,682.0,612.2999877929688,643.6500244140625,3049689,CYIENTDLM.NS
2023-12-18,666.9500122070312,678.6500244140625,624.4000244140625,653.75,1263738,CYIENTDLM.NS
2023-12-25,674.75,695.7999877929688,651.2999877929688,666.9500122070312,1397070,CYIENTDLM.NS
2024-01-01,665.7999877929688,688.0,656.2000122070312,685.0,751468,CYIENTDLM.NS
2024-01-08,670.2999877929688,674.25,635.5499877929688,669.0,990827,CYIENTDLM.NS
2024-01-15,668.9500122070312,717.0,653.5499877929688,670.2999877929688,1070488,CYIENTDLM.NS
2024-01-22,679.4500122070312,700.0,637.4500122070312,668.9500122070312,1567454,CYIENTDLM.NS
2024-01-29,677.25,698.8499755859375,657.7000122070312,698.8499755859375,1389493,CYIENTDLM.NS
2024-02-05,775.5999755859375,799.0,666.1500244140625,680.0,4321232,CYIENTDLM.NS
2024-02-12,784.8499755859375,833.25,721.0,789.0,2409629,CYIENTDLM.NS
2024-02-19,839.3499755859375,845.0,756.5999755859375,792.2000122070312,1628261,CYIENTDLM.NS
2024-02-26,805.4000244140625,883.7999877929688,791.0,841.6500244140625,2442501,CYIENTDLM.NS
2024-03-04,778.4000244140625,818.9500122070312,746.5499877929688,818.9500122070312,746960,CYIENTDLM.NS
2024-03-11,694.0999755859375,778.2999877929688,656.6500244140625,778.2999877929688,961707,CYIENTDLM.NS
2024-03-18,689.9500122070312,700.0,650.0999755859375,695.0,903570,CYIENTDLM.NS
2024-03-25,720.4000244140625,726.4500122070312,679.0,689.9500122070312,370367,CYIENTDLM.NS
