Date,Close,High,Low,Open,Volume,symbol
,PREMIERENE.NS,PREMIERENE.NS,PREMIERENE.NS,PREMIERENE.NS,PREMIERENE.NS,
2024-09-02,1096.050048828125,1188.9000244140625,802.0999755859375,990.0,152031810,PREMIERENE.NS
2024-09-09,1112.1500244140625,1267.949951171875,1082.6500244140625,1120.0,71906349,PREMIERENE.NS
2024-09-16,1109.199951171875,1157.3499755859375,1045.0,1110.0,18623730,PREMIERENE.NS
2024-09-23,1051.6500244140625,1120.0,1017.0,1116.0,10865345,PREMIERENE.NS
2024-09-30,1047.4000244140625,1122.0,1012.0499877929688,1045.0,13928023,PREMIERENE.NS
2024-10-07,1107.4000244140625,1119.300048828125,973.0,1045.75,13831534,PREMIERENE.NS
2024-10-14,1094.6500244140625,1216.800048828125,1055.0999755859375,1120.0,15066192,PREMIERENE.NS
2024-10-21,945.0499877929688,1106.0,925.0999755859375,1100.0,7542187,PREMIERENE.NS
2024-10-28,1075.949951171875,1090.0,922.8499755859375,952.8499755859375,8301562,PREMIERENE.NS
2024-11-04,1127.949951171875,1245.0,1045.0,1103.3499755859375,26508711,PREMIERENE.NS
2024-11-11,968.9500122070312,1100.0,957.0999755859375,1100.0,15925355,PREMIERENE.NS
2024-11-18,1061.4000244140625,1137.9000244140625,969.4500122070312,985.0,17999821,PREMIERENE.NS
2024-11-25,1222.949951171875,1242.0,1052.199951171875,1087.0,20547371,PREMIERENE.NS
2024-12-02,1263.75,1329.0,1182.0999755859375,1235.0,28222642,PREMIERENE.NS
2024-12-09,1294.8499755859375,1348.9000244140625,1251.4000244140625,1267.5999755859375,19517046,PREMIERENE.NS
2024-12-16,1296.4000244140625,1388.0,1252.0999755859375,1299.75,15407533,PREMIERENE.NS
2024-12-23,1310.3499755859375,1339.0,1274.800048828125,1312.4000244140625,8621584,PREMIERENE.NS
