Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-25 00:00:00+05:30,406.0,435.0,406.0,432.75,3908957,0.0,0.0
2024-12-02 00:00:00+05:30,431.1000061035156,444.25,425.79998779296875,430.1499938964844,1942762,0.0,0.0
2024-12-09 00:00:00+05:30,430.29998779296875,440.0,417.70001220703125,438.75,4052402,0.0,0.0
2024-12-16 00:00:00+05:30,438.0,449.95001220703125,421.70001220703125,424.25,3890968,0.0,0.0
2024-12-23 00:00:00+05:30,425.95001220703125,432.3999938964844,419.25,424.54998779296875,1434610,0.0,0.0
