Date,Close,High,Low,Open,Volume,symbol
,TATVA.NS,TATVA.NS,TATVA.NS,TATVA.NS,TATVA.NS,
2021-07-29,2302.802490234375,2523.9002169136497,2103.266917473878,2103.266917473878,7860870,TATVA.NS
2021-07-30,2258.633056640625,2370.327157143297,2240.855505702697,2313.5588176654956,1432655,TATVA.NS
2021-08-02,2254.0517578125,2278.4023401243944,2238.863736468574,2269.737747069342,493438,TATVA.NS
2021-08-03,2258.981201171875,2270.8825836043366,2240.85522090357,2255.7444102972363,329279,TATVA.NS
2021-08-04,2204.10546875,2264.7578576520445,2199.773051050551,2258.981381768904,349040,TATVA.NS
2021-08-05,2122.986083984375,2205.997415830378,2111.483222000641,2203.2585928536137,303604,TATVA.NS
2021-08-06,2125.724853515625,2180.1030346918997,2101.4241220648278,2122.9860306077207,236079,TATVA.NS
2021-08-09,2070.74951171875,2147.934530440856,2052.4742370458284,2135.535179288721,211519,TATVA.NS
2021-08-10,2035.543212890625,2069.5544423088536,2009.64888396857,2061.5869564866825,193101,TATVA.NS
2021-08-11,2002.97607421875,2049.635636676655,1992.8673027162229,2035.6925371074262,132078,TATVA.NS
2021-08-12,2115.716064453125,2156.051459595803,2008.8521170874194,2025.73317827672,382918,TATVA.NS
2021-08-13,2149.67724609375,2187.373507547434,2122.388706657581,2125.3266681830846,182102,TATVA.NS
2021-08-16,2119.998291015625,2159.188455490627,2052.6233426043273,2121.342901381474,99656,TATVA.NS
2021-08-17,2161.728515625,2176.1197394138712,2119.3513983856833,2153.86047685662,153911,TATVA.NS
2021-08-18,2193.548583984375,2220.9368182906496,2139.6683603261304,2165.1644138851448,170423,TATVA.NS
2021-08-20,2191.05859375,2248.8228657670456,2148.582032362331,2171.1398792613636,188841,TATVA.NS
2021-08-23,2174.4765625,2235.27824958659,2120.646182981432,2235.27824958659,87957,TATVA.NS
2021-08-24,2135.53515625,2176.119536624111,2111.383715168474,2174.8247715653247,60029,TATVA.NS
2021-08-25,2182.64306640625,2212.9692617095425,2044.9051019825013,2081.505741211946,290102,TATVA.NS
2021-08-26,2129.8583984375,2172.1358214354905,2102.420320518258,2172.1358214354905,209220,TATVA.NS
2021-08-27,2076.77490234375,2139.817680295259,2071.5462399592375,2111.3836676507613,221377,TATVA.NS
2021-08-30,2068.807373046875,2119.3511083614153,2062.5827751017346,2079.5136815125165,109506,TATVA.NS
2021-08-31,2052.42431640625,2091.4649467831973,2042.6640980249226,2079.5137185158646,71756,TATVA.NS
2021-09-01,2042.1163330078125,2070.4506553979572,2035.6925962920438,2065.570667666193,62935,TATVA.NS
2021-09-02,2030.61328125,2072.193474294999,2017.7656866695977,2045.6518856956336,78604,TATVA.NS
2021-09-03,2040.572509765625,2071.24737722314,2032.7047151827617,2039.6762649163625,140229,TATVA.NS
2021-09-06,2030.9619140625,2074.5341017492647,2026.729187258643,2053.6194516596174,103904,TATVA.NS
2021-09-07,2057.553466796875,2090.519038225796,2022.8451293349929,2038.68053248053,124097,TATVA.NS
2021-09-08,2048.042236328125,2064.574867499923,2034.19882627525,2064.574867499923,32946,TATVA.NS
2021-09-09,2038.780029296875,2057.8023776184423,2032.7048455969446,2032.7048455969446,28814,TATVA.NS
2021-09-13,2045.1539306640625,2060.043120536181,2034.7961752175456,2037.5848437672857,32321,TATVA.NS
2021-09-14,2050.631591796875,2056.6072059546123,2033.2525625844612,2050.631591796875,44506,TATVA.NS
2021-09-15,2172.185546875,2186.0788008750355,2051.627485103678,2055.6112277931993,220711,TATVA.NS
2021-09-16,2174.077880859375,2247.727280401081,2161.7283749094604,2207.391882822434,170249,TATVA.NS
2021-09-17,2096.593994140625,2179.107366212926,2076.5259865420253,2179.107366212926,70261,TATVA.NS
2021-09-20,2084.14453125,2141.261535036949,2071.197368480009,2071.546043198537,49877,TATVA.NS
2021-09-21,2126.92041015625,2137.7760121901115,2054.1672575477796,2074.5340942893095,54112,TATVA.NS
2021-09-22,2256.14306640625,2307.1847717360133,2143.4029490908893,2172.733450379564,444739,TATVA.NS
2021-09-23,2239.4111328125,2345.4284331015833,2222.878503922805,2270.7332600728705,215411,TATVA.NS
2021-09-24,2198.976318359375,2264.7080786896713,2188.2201634938324,2247.627877620772,55394,TATVA.NS
2021-09-27,2176.36865234375,2225.9164571505694,2151.3209648615652,2208.985548975375,70392,TATVA.NS
