Date,Close,High,Low,Open,Volume,symbol
,SENCO.NS,SENCO.NS,SENCO.NS,SENCO.NS,SENCO.NS,
2023-07-14,404.3833923339844,442.9958835528094,400.2926889393057,429.0275448822253,15116071,SENCO.NS
2023-07-17,399.6441345214844,411.5671214932593,384.1293133937087,405.0818213970019,2950938,SENCO.NS
2023-07-18,389.4173278808594,405.73035859262075,386.12480298060495,397.0999265795369,1009490,SENCO.NS
2023-07-19,384.328857421875,394.0069019742645,383.4807736622354,391.113466601871,562170,SENCO.NS
2023-07-20,363.32647705078125,384.1293313444739,360.6326013078931,382.13385429852855,1070866,SENCO.NS
2023-07-21,374.1519470214844,380.9365568147153,357.6393866056949,361.13147144456207,1403914,SENCO.NS
2023-07-24,370.6598205566406,381.086199155491,364.1745208699161,374.45121434791713,984757,SENCO.NS
2023-07-25,376.6961669921875,378.44220940657056,369.21312807340297,373.9523860552999,507408,SENCO.NS
2023-07-26,382.5329284667969,391.0137055761613,377.5442360495237,378.1927599740568,851208,SENCO.NS
2023-07-27,383.730224609375,386.07491612165944,379.63949076113266,383.6304446718936,285520,SENCO.NS
2023-07-28,413.01385498046875,417.0546836353095,383.13157539703076,383.73022457330103,2148512,SENCO.NS
2023-07-31,414.21112060546875,425.03658911754104,412.06598898015125,417.4537706398162,1099238,SENCO.NS
2023-08-01,405.8301086425781,418.8007083041725,404.0840663804404,415.05918917102025,514688,SENCO.NS
2023-08-02,390.21551513671875,407.4265034544402,386.92295997201796,403.98429361147146,745830,SENCO.NS
2023-08-03,386.1247863769531,395.95251635765504,383.3311308513249,395.95251635765504,350305,SENCO.NS
2023-08-04,393.05908203125,398.7461730352578,389.1678776434068,389.81643200708845,268414,SENCO.NS
2023-08-07,393.10894775390625,402.03871902571,390.6146016387165,396.8005921838115,196911,SENCO.NS
2023-08-08,392.16107177734375,396.90032924788096,387.67124891051907,395.0545375392566,263569,SENCO.NS
2023-08-09,399.6441345214844,405.87999999865497,386.87309420366375,391.5125720289663,386178,SENCO.NS
2023-08-10,388.8186950683594,414.7598953637463,385.1270505392065,397.4990015134479,849561,SENCO.NS
2023-08-11,396.2518310546875,402.2881671249669,387.2223099943872,391.01370403716743,541297,SENCO.NS
2023-08-14,405.0319519042969,409.47186991247366,390.26540399375517,398.9956157749908,475199,SENCO.NS
2023-08-16,397.09991455078125,412.514986227215,395.1044375932396,408.873216420852,549980,SENCO.NS
2023-08-17,404.5829772949219,407.07732364075986,395.25411587177507,402.03875620159266,422092,SENCO.NS
2023-08-18,406.0795593261719,423.29054801997154,404.58295161366755,409.0727747511805,1009667,SENCO.NS
2023-08-21,411.2179260253906,418.750870140626,400.1929275294019,414.0614869046897,668891,SENCO.NS
2023-08-22,412.5149841308594,417.75311111778655,409.22242889851094,412.0161148940092,399493,SENCO.NS
2023-08-23,417.4537658691406,431.3223243832239,411.5172402970844,415.55806888351395,1082995,SENCO.NS
2023-08-24,421.644287109375,425.9844555806196,418.10229724151606,419.8982447719769,427529,SENCO.NS
2023-08-25,414.21112060546875,421.89371902011663,410.22016671704114,419.6488074578761,399966,SENCO.NS
2023-08-28,412.6646423339844,422.6919019008239,410.170296128446,418.8007279098964,232957,SENCO.NS
2023-08-29,403.6351013183594,417.40391100084383,402.5874880641603,416.9549164927226,269295,SENCO.NS
2023-08-30,404.6328125,409.2723206087175,399.1452510754239,407.5262783372615,229322,SENCO.NS
2023-08-31,406.1793518066406,413.51273591408693,399.0954023256478,407.07731037216075,364771,SENCO.NS
2023-09-01,407.17706298828125,411.567106029551,403.38563865147864,408.025146751024,193452,SENCO.NS
2023-09-04,403.4854431152344,411.5172563054892,402.0886153056221,409.07278480224585,233757,SENCO.NS
2023-09-05,389.1180114746094,407.07730431189907,388.17014772877195,407.07730431189907,633437,SENCO.NS
2023-09-06,397.6486511230469,403.78476701196803,391.1134763883297,393.10895330867834,462105,SENCO.NS
