Date,Close,High,Low,Open,Volume,symbol
,GANDHAR.NS,GANDHAR.NS,GANDHAR.NS,GANDHAR.NS,GANDHAR.NS,
2023-11-30,300.7134704589844,343.2663169732122,294.6273588386929,297.32122100690793,38028100,GANDHAR.NS
2023-12-01,279.91094970703125,306.6000184308145,276.86790919064833,304.3052695608928,9394355,GANDHAR.NS
2023-12-04,271.8294372558594,284.30096529204184,268.78636614619097,280.85881137482886,4705188,GANDHAR.NS
2023-12-05,271.8294372558594,282.8043819276999,270.8815889458829,271.8294372558594,2539531,GANDHAR.NS
2023-12-06,270.18316650390625,275.47111256824286,268.8362658578456,273.8747509177249,1219061,GANDHAR.NS
2023-12-07,271.1310119628906,276.0697491070343,269.38499808640466,271.2806642055477,1174480,GANDHAR.NS
2023-12-08,271.480224609375,277.6660841605373,270.28294575530947,274.37361298395626,1095017,GANDHAR.NS
2023-12-11,297.820068359375,313.13510979008134,272.8770140579198,273.874736229978,16052141,GANDHAR.NS
2023-12-12,303.75653076171875,319.07154191071083,301.611403710042,302.80868250874227,8651220,GANDHAR.NS
2023-12-13,308.1963806152344,313.7337570783496,304.3052701358966,310.29160331889784,2507953,GANDHAR.NS
2023-12-14,305.85174560546875,313.68387141000585,304.30528828684436,313.2847885969479,3496389,GANDHAR.NS
2023-12-15,308.99456787109375,312.78589993348606,303.55696987165277,307.39820631132596,2630017,GANDHAR.NS
2023-12-18,290.636474609375,294.22828074168984,280.90868282705827,280.90868282705827,3322105,GANDHAR.NS
2023-12-19,289.9879455566406,303.30754275059724,288.3417100490875,296.32348748989267,3527214,GANDHAR.NS
2023-12-20,276.4688415527344,293.2804675541254,272.428048171568,292.831480362418,3255141,GANDHAR.NS
2023-12-21,280.1105041503906,283.7521840452796,270.1332822750428,272.0788527199615,2410973,GANDHAR.NS
2023-12-22,280.8587951660156,285.99705833077206,276.46882364024503,283.0537961529333,994618,GANDHAR.NS
2023-12-26,279.2125549316406,285.9471795687094,277.91549784381107,282.3553736726599,533474,GANDHAR.NS
2023-12-27,276.9676818847656,283.25331940838373,275.42119424459236,280.40980511986527,906314,GANDHAR.NS
2023-12-28,272.228515625,279.76130625681327,271.8793067560671,279.1626668312234,909812,GANDHAR.NS
2023-12-29,272.3282775878906,275.2216657817917,269.883846100179,272.72736036496934,774226,GANDHAR.NS
2024-01-01,274.37359619140625,281.20799913160505,272.87701293945315,275.32144443020223,893863,GANDHAR.NS
2024-01-02,270.73193359375,278.1649459492177,269.7840852946454,276.1196275539703,795520,GANDHAR.NS
2024-01-03,271.6298828125,273.02668787417224,270.1831733694418,271.58000887918075,535764,GANDHAR.NS
2024-01-04,270.582275390625,273.77496819212666,269.43487049126884,271.87930208372484,621021,GANDHAR.NS
2024-01-05,264.94512939453125,272.9768117178571,262.9496849089447,272.9768117178571,1289557,GANDHAR.NS
2024-01-08,259.0086975097656,267.78864097190024,256.71391810738834,265.4439876371508,1389536,GANDHAR.NS
2024-01-09,256.36474609375,262.45082750248304,255.61645440106315,260.5052873703373,750021,GANDHAR.NS
2024-01-10,254.91802978515625,257.7116398501507,252.423724209959,257.36246142807596,656800,GANDHAR.NS
2024-01-11,252.5733642578125,259.9565023142432,252.42371202014078,256.3647268178629,1163842,GANDHAR.NS
2024-01-12,259.9565124511719,267.0403463084911,252.82280466203872,254.369277149091,1768739,GANDHAR.NS
2024-01-15,259.9565124511719,259.9565124511719,259.9565124511719,259.9565124511719,0,GANDHAR.NS
2024-01-16,257.3624572753906,259.9066367418136,255.06767791439705,259.3579017033508,463521,GANDHAR.NS
2024-01-17,254.11984252929688,260.05628660332,252.42371782586636,256.36473271423154,814025,GANDHAR.NS
2024-01-18,253.37155151367188,255.86587225609873,248.43282963205797,254.11984316919012,461838,GANDHAR.NS
2024-01-19,254.21961975097656,257.46220167880836,252.42371674513745,256.5642577879051,398038,GANDHAR.NS
2024-01-23,252.0745086669922,264.2467317309624,249.48044007187616,264.2467317309624,1043232,GANDHAR.NS
2024-01-24,250.22872924804688,255.81596439886718,248.4328262544133,254.3692702626741,576706,GANDHAR.NS
