Date,Close,High,Low,Open,Volume,symbol
,CELLO.NS,CELLO.NS,CELLO.NS,CELLO.NS,CELLO.NS,
2023-11-06,790.4293212890625,836.0559842608188,780.7448777535301,827.669442017489,17947726,CELLO.NS
2023-11-07,797.8673706054688,814.2909192347958,770.7609225927755,790.0299334701562,4204640,CELLO.NS
2023-11-08,799.3649291992188,811.3955759802853,790.8286037539709,802.559744241932,933907,CELLO.NS
2023-11-09,783.9397583007812,803.3085845436084,776.7513021856602,801.7111769345568,631244,CELLO.NS
2023-11-10,788.3326416015625,797.4180723639612,779.8462843817047,783.7400491280459,1114462,CELLO.NS
2023-11-13,784.5886840820312,794.6725101148766,780.9445789049987,793.6741151177945,373643,CELLO.NS
2023-11-15,786.1861572265625,797.6177921972868,778.9977010181931,788.7320522965364,774158,CELLO.NS
2023-11-16,789.5806274414062,796.7191757594917,781.693343842694,788.6322009819226,746640,CELLO.NS
2023-11-17,783.9397583007812,794.6225968807478,780.2456846505057,787.2843571422557,563132,CELLO.NS
2023-11-20,784.788330078125,796.7191617936766,781.9429288751669,784.638607399501,609852,CELLO.NS
2023-11-21,783.83984375,793.5242868644683,782.7416336898525,788.7320033354381,299524,CELLO.NS
2023-11-22,769.3631591796875,790.4293301476638,766.8671716908652,783.8898551143885,466979,CELLO.NS
2023-11-23,774.604736328125,787.5838713273375,765.9187485784079,768.6643348282413,351451,CELLO.NS
2023-11-24,779.8463134765625,783.5902947426525,774.1055422018912,778.5983197211992,262392,CELLO.NS
2023-11-28,819.2828979492188,826.321631322889,771.060432500472,783.5403697769175,2567328,CELLO.NS
2023-11-29,817.6355590820312,827.5696010534629,805.155622167467,820.6806515017465,1052971,CELLO.NS
2023-11-30,803.4583740234375,823.6259651549875,800.7127877810461,817.5856876091655,535170,CELLO.NS
2023-12-01,794.3729858398438,823.5760388441173,788.7320298590128,806.6532318388175,816026,CELLO.NS
2023-12-04,789.8302612304688,801.611370996712,783.4904773464743,799.7143961191794,372333,CELLO.NS
2023-12-05,788.7819213867188,802.6596356251241,784.6386188890596,792.6756860830172,284190,CELLO.NS
2023-12-06,808.60009765625,820.88034340357,773.7560893851885,789.730408649915,1489364,CELLO.NS
2023-12-07,809.2490234375,822.9270465904084,801.2119561890237,809.5984982361596,624841,CELLO.NS
2023-12-08,812.094482421875,818.5340811449553,791.0283122662579,815.6886798923008,356149,CELLO.NS
2023-12-11,786.885009765625,816.0880622590329,778.7979740512891,815.7385874617537,611130,CELLO.NS
2023-12-12,783.2408447265625,794.5726031275256,780.1458447309457,788.7320169967933,273718,CELLO.NS
2023-12-13,790.8786010742188,795.7207923112733,776.8511029744349,783.8398677751612,261339,CELLO.NS
